miRNA	lncRNA
hsa-miR-103a-3p	KCNQ1OT1
hsa-miR-103a-3p	KCNQ1OT1
hsa-miR-103a-3p	KCNQ1OT1
hsa-miR-103a-3p	KCNQ1OT1
hsa-miR-103a-3p	KCNQ1OT1
hsa-miR-103a-3p	NEAT1
hsa-miR-103a-3p	AP003119.3
hsa-miR-103a-3p	AC005831.1
hsa-miR-103a-3p	AC141586.4
hsa-miR-103a-3p	SLX1B-SULT1A4
hsa-miR-103a-3p	SLX1A-SULT1A3
hsa-miR-103a-3p	AC092127.1
hsa-miR-103a-3p	AC104581.4
hsa-miR-103a-3p	AC104581.4
hsa-miR-103a-3p	CCDC144NL-AS1
hsa-miR-103a-3p	CCDC144NL-AS1
hsa-miR-103a-3p	AC018628.1
hsa-miR-103a-3p	AP005137.2
hsa-miR-103a-3p	AC125437.2
hsa-miR-103a-3p	AC125437.2
hsa-miR-103a-3p	LINC00662
hsa-miR-103a-3p	LINC00662
hsa-miR-103a-3p	AC021092.1
hsa-miR-103a-3p	GUSBP11
hsa-miR-103a-3p	GUSBP11
hsa-miR-103a-3p	XIST
hsa-miR-103a-3p	Z83843.1
hsa-miR-103a-3p	MIR503HG
hsa-miR-103a-3p	LINC00893
hsa-miR-103a-3p	LINC00894
hsa-miR-105-5p	SNHG12
hsa-miR-105-5p	GAS5
hsa-miR-105-5p	AC005034.3
hsa-miR-105-5p	FGD5-AS1
hsa-miR-105-5p	SCAMP1-AS1
hsa-miR-105-5p	NR2F1-AS1
hsa-miR-105-5p	NR2F1-AS1
hsa-miR-105-5p	AC021078.1
hsa-miR-105-5p	AC021078.1
hsa-miR-105-5p	AC079781.5
hsa-miR-105-5p	AC079781.5
hsa-miR-105-5p	AC005072.1
hsa-miR-105-5p	SND1-IT1
hsa-miR-105-5p	SND1-IT1
hsa-miR-105-5p	LINC02846
hsa-miR-105-5p	SNHG7
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	KCNQ1OT1
hsa-miR-105-5p	MALAT1
hsa-miR-105-5p	MALAT1
hsa-miR-105-5p	COLCA1
hsa-miR-105-5p	NINJ2-AS1
hsa-miR-105-5p	NINJ2-AS1
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	HELLPAR
hsa-miR-105-5p	AC000403.1
hsa-miR-105-5p	LINC01551
hsa-miR-105-5p	LINC01551
hsa-miR-105-5p	LINC01551
hsa-miR-105-5p	MEG3
hsa-miR-105-5p	MEG3
hsa-miR-105-5p	SNHG14
hsa-miR-105-5p	SNHG14
hsa-miR-105-5p	SNHG14
hsa-miR-105-5p	SNHG14
hsa-miR-105-5p	SNHG14
hsa-miR-105-5p	SNHG14
hsa-miR-105-5p	OIP5-AS1
hsa-miR-105-5p	OIP5-AS1
hsa-miR-105-5p	AC138904.1
hsa-miR-105-5p	AC092127.1
hsa-miR-105-5p	AC005670.3
hsa-miR-105-5p	LINC00511
hsa-miR-105-5p	LINC00511
hsa-miR-105-5p	LINC00511
hsa-miR-105-5p	LINC00511
hsa-miR-105-5p	AC145207.5
hsa-miR-105-5p	MIR122HG
hsa-miR-105-5p	NORAD
hsa-miR-105-5p	NORAD
hsa-miR-105-5p	MIRLET7BHG
hsa-miR-105-5p	MIRLET7BHG
hsa-miR-105-5p	C22orf34
hsa-miR-105-5p	XIST
hsa-miR-105-5p	XIST
hsa-miR-105-5p	LINC00893
hsa-miR-105-5p	LINC00893
hsa-miR-105-5p	LINC00894
hsa-miR-105-5p	LINC00894
hsa-miR-106a-5p	PINK1-AS
hsa-miR-106a-5p	AL031428.1
hsa-miR-106a-5p	AL513497.1
hsa-miR-106a-5p	AL390066.1
hsa-miR-106a-5p	AL390066.1
hsa-miR-106a-5p	AC007684.2
hsa-miR-106a-5p	ATP6V1B1-AS1
hsa-miR-106a-5p	FGD5-AS1
hsa-miR-106a-5p	FGD5-AS1
hsa-miR-106a-5p	ERC2-IT1
hsa-miR-106a-5p	AC093010.2
hsa-miR-106a-5p	AC092969.1
hsa-miR-106a-5p	FLJ42393
hsa-miR-106a-5p	AC139887.2
hsa-miR-106a-5p	LINC01618
hsa-miR-106a-5p	AC116049.1
hsa-miR-106a-5p	CKMT2-AS1
hsa-miR-106a-5p	CKMT2-AS1
hsa-miR-106a-5p	EPB41L4A-AS1
hsa-miR-106a-5p	EPB41L4A-AS1
hsa-miR-106a-5p	EPB41L4A-AS1
hsa-miR-106a-5p	AC021078.1
hsa-miR-106a-5p	AC021078.1
hsa-miR-106a-5p	LINC01003
hsa-miR-106a-5p	ERICD
hsa-miR-106a-5p	ERICD
hsa-miR-106a-5p	AL158206.1
hsa-miR-106a-5p	EBLN3P
hsa-miR-106a-5p	MANCR
hsa-miR-106a-5p	MANCR
hsa-miR-106a-5p	LINC00839
hsa-miR-106a-5p	H19
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	KCNQ1OT1
hsa-miR-106a-5p	AC091564.7
hsa-miR-106a-5p	NEAT1
hsa-miR-106a-5p	NEAT1
hsa-miR-106a-5p	MALAT1
hsa-miR-106a-5p	MALAT1
hsa-miR-106a-5p	AC068888.1
hsa-miR-106a-5p	HOTAIR
hsa-miR-106a-5p	AC108704.2
hsa-miR-106a-5p	ZFHX2-AS1
hsa-miR-106a-5p	ZFHX2-AS1
hsa-miR-106a-5p	ZFHX2-AS1
hsa-miR-106a-5p	AL359397.2
hsa-miR-106a-5p	AL583810.1
hsa-miR-106a-5p	AL583810.1
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	SNHG14
hsa-miR-106a-5p	AC022613.1
hsa-miR-106a-5p	AC022613.1
hsa-miR-106a-5p	OIP5-AS1
hsa-miR-106a-5p	AC092756.1
hsa-miR-106a-5p	AC068338.2
hsa-miR-106a-5p	AC068338.2
hsa-miR-106a-5p	AC015871.3
hsa-miR-106a-5p	AC087477.2
hsa-miR-106a-5p	AC087477.2
hsa-miR-106a-5p	Z98883.1
hsa-miR-106a-5p	ARHGAP27P1-BPTFP1-KPNA2P3
hsa-miR-106a-5p	SNHG16
hsa-miR-106a-5p	SNHG16
hsa-miR-106a-5p	SNHG20
hsa-miR-106a-5p	SNHG20
hsa-miR-106a-5p	AC008555.6
hsa-miR-106a-5p	PCAT19
hsa-miR-106a-5p	AC021092.1
hsa-miR-106a-5p	AC243964.4
hsa-miR-106a-5p	AC243964.4
hsa-miR-106a-5p	AC008753.3
hsa-miR-106a-5p	AC008753.3
hsa-miR-106a-5p	AC010327.6
hsa-miR-106a-5p	AC005261.1
hsa-miR-106a-5p	AC005261.1
hsa-miR-106a-5p	NORAD
hsa-miR-106a-5p	LINC01521
hsa-miR-106a-5p	LINC01521
hsa-miR-106a-5p	XIST
hsa-miR-106a-5p	XIST
hsa-miR-106a-5p	XIST
hsa-miR-106a-5p	XIST
hsa-miR-106a-5p	LINC00632
hsa-miR-106b-5p	PINK1-AS
hsa-miR-106b-5p	AL031428.1
hsa-miR-106b-5p	AL513497.1
hsa-miR-106b-5p	AL390066.1
hsa-miR-106b-5p	AL390066.1
hsa-miR-106b-5p	AC007684.2
hsa-miR-106b-5p	ATP6V1B1-AS1
hsa-miR-106b-5p	FGD5-AS1
hsa-miR-106b-5p	FGD5-AS1
hsa-miR-106b-5p	ERC2-IT1
hsa-miR-106b-5p	AC093010.2
hsa-miR-106b-5p	AC092969.1
hsa-miR-106b-5p	FLJ42393
hsa-miR-106b-5p	AC139887.2
hsa-miR-106b-5p	LINC01618
hsa-miR-106b-5p	AC116049.1
hsa-miR-106b-5p	CKMT2-AS1
hsa-miR-106b-5p	CKMT2-AS1
hsa-miR-106b-5p	EPB41L4A-AS1
hsa-miR-106b-5p	EPB41L4A-AS1
hsa-miR-106b-5p	EPB41L4A-AS1
hsa-miR-106b-5p	AC021078.1
hsa-miR-106b-5p	AC021078.1
hsa-miR-106b-5p	LINC01003
hsa-miR-106b-5p	ERICD
hsa-miR-106b-5p	ERICD
hsa-miR-106b-5p	AL158206.1
hsa-miR-106b-5p	EBLN3P
hsa-miR-106b-5p	MANCR
hsa-miR-106b-5p	MANCR
hsa-miR-106b-5p	LINC00839
hsa-miR-106b-5p	H19
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	KCNQ1OT1
hsa-miR-106b-5p	AC091564.7
hsa-miR-106b-5p	NEAT1
hsa-miR-106b-5p	NEAT1
hsa-miR-106b-5p	MALAT1
hsa-miR-106b-5p	MALAT1
hsa-miR-106b-5p	AC068888.1
hsa-miR-106b-5p	HOTAIR
hsa-miR-106b-5p	AC108704.2
hsa-miR-106b-5p	ZFHX2-AS1
hsa-miR-106b-5p	ZFHX2-AS1
hsa-miR-106b-5p	ZFHX2-AS1
hsa-miR-106b-5p	AL359397.2
hsa-miR-106b-5p	AL583810.1
hsa-miR-106b-5p	AL583810.1
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	SNHG14
hsa-miR-106b-5p	AC022613.1
hsa-miR-106b-5p	AC022613.1
hsa-miR-106b-5p	OIP5-AS1
hsa-miR-106b-5p	AC092756.1
hsa-miR-106b-5p	AC068338.2
hsa-miR-106b-5p	AC068338.2
hsa-miR-106b-5p	AC015871.3
hsa-miR-106b-5p	AC087477.2
hsa-miR-106b-5p	AC087477.2
hsa-miR-106b-5p	Z98883.1
hsa-miR-106b-5p	ARHGAP27P1-BPTFP1-KPNA2P3
hsa-miR-106b-5p	SNHG16
hsa-miR-106b-5p	SNHG16
hsa-miR-106b-5p	SNHG20
hsa-miR-106b-5p	SNHG20
hsa-miR-106b-5p	AC008555.6
hsa-miR-106b-5p	PCAT19
hsa-miR-106b-5p	AC021092.1
hsa-miR-106b-5p	AC243964.4
hsa-miR-106b-5p	AC243964.4
hsa-miR-106b-5p	AC008753.3
hsa-miR-106b-5p	AC008753.3
hsa-miR-106b-5p	AC010327.6
hsa-miR-106b-5p	AC005261.1
hsa-miR-106b-5p	AC005261.1
hsa-miR-106b-5p	NORAD
hsa-miR-106b-5p	LINC01521
hsa-miR-106b-5p	LINC01521
hsa-miR-106b-5p	XIST
hsa-miR-106b-5p	XIST
hsa-miR-106b-5p	XIST
hsa-miR-106b-5p	XIST
hsa-miR-107	AL137127.1
hsa-miR-107	LINC01343
hsa-miR-107	AL691459.1
hsa-miR-107	MIR181A1HG
hsa-miR-107	MIR29B2CHG
hsa-miR-107	AC016747.1
hsa-miR-107	AC016747.1
hsa-miR-107	PAX8-AS1
hsa-miR-107	PAX8-AS1
hsa-miR-107	TTN-AS1
hsa-miR-107	TTN-AS1
hsa-miR-107	FGD5-AS1
hsa-miR-107	LINC02035
hsa-miR-107	AC105345.1
hsa-miR-107	AC105345.1
hsa-miR-107	SLC9A3-AS1
hsa-miR-107	AC093297.2
hsa-miR-107	AC005609.1
hsa-miR-107	AC021078.1
hsa-miR-107	RNF216P1
hsa-miR-107	RNF216P1
hsa-miR-107	RNF216P1
hsa-miR-107	AC003092.1
hsa-miR-107	DLX6-AS1
hsa-miR-107	DLX6-AS1
hsa-miR-107	AC069281.2
hsa-miR-107	H19
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	KCNQ1OT1
hsa-miR-107	NEAT1
hsa-miR-107	AP003119.3
hsa-miR-107	AC005831.1
hsa-miR-107	AC141586.4
hsa-miR-107	SLX1B-SULT1A4
hsa-miR-107	SLX1A-SULT1A3
hsa-miR-107	AC092127.1
hsa-miR-107	AC104581.4
hsa-miR-107	AC104581.4
hsa-miR-107	CCDC144NL-AS1
hsa-miR-107	CCDC144NL-AS1
hsa-miR-107	AC018628.1
hsa-miR-107	AP005137.2
hsa-miR-107	AC125437.2
hsa-miR-107	AC125437.2
hsa-miR-107	LINC00662
hsa-miR-107	LINC00662
hsa-miR-107	AC021092.1
hsa-miR-107	GUSBP11
hsa-miR-107	GUSBP11
hsa-miR-107	XIST
hsa-miR-107	Z83843.1
hsa-miR-107	MIR503HG
hsa-miR-107	LINC00893
hsa-miR-107	LINC00894
hsa-miR-10a-5p	AL592295.6
hsa-miR-10a-5p	SLC9A3-AS1
hsa-miR-10a-5p	SNHG7
hsa-miR-10a-5p	AL138759.1
hsa-miR-10a-5p	RPARP-AS1
hsa-miR-10a-5p	RPARP-AS1
hsa-miR-10a-5p	RPARP-AS1
hsa-miR-10a-5p	NEAT1
hsa-miR-10a-5p	NEAT1
hsa-miR-10a-5p	AP001972.5
hsa-miR-10a-5p	SNHG14
hsa-miR-10a-5p	SNHG14
hsa-miR-10a-5p	Z92544.1
hsa-miR-10a-5p	Z92544.1
hsa-miR-10a-5p	Z92544.1
hsa-miR-10a-5p	AC005332.5
hsa-miR-10a-5p	AC145207.5
hsa-miR-10a-5p	AC011491.3
hsa-miR-10a-5p	TMEM147-AS1
hsa-miR-10a-5p	AC006213.2
hsa-miR-10a-5p	AL035071.1
hsa-miR-10a-5p	AP001505.1
hsa-miR-10a-5p	MIAT
hsa-miR-10a-5p	MIAT
hsa-miR-10a-5p	MIAT
hsa-miR-10a-5p	MIAT
hsa-miR-10a-5p	XIST
hsa-miR-10a-5p	XIST
hsa-miR-10b-5p	AL592295.6
hsa-miR-10b-5p	SLC9A3-AS1
hsa-miR-10b-5p	SNHG7
hsa-miR-10b-5p	AL138759.1
hsa-miR-10b-5p	RPARP-AS1
hsa-miR-10b-5p	RPARP-AS1
hsa-miR-10b-5p	RPARP-AS1
hsa-miR-10b-5p	NEAT1
hsa-miR-10b-5p	NEAT1
hsa-miR-10b-5p	AP001972.5
hsa-miR-10b-5p	SNHG14
hsa-miR-10b-5p	SNHG14
hsa-miR-10b-5p	Z92544.1
hsa-miR-10b-5p	Z92544.1
hsa-miR-10b-5p	Z92544.1
hsa-miR-10b-5p	AC005332.5
hsa-miR-10b-5p	AC145207.5
hsa-miR-10b-5p	AC011491.3
hsa-miR-10b-5p	TMEM147-AS1
hsa-miR-10b-5p	AC006213.2
hsa-miR-10b-5p	AL035071.1
hsa-miR-10b-5p	AP001505.1
hsa-miR-10b-5p	MIAT
hsa-miR-10b-5p	MIAT
hsa-miR-10b-5p	MIAT
hsa-miR-10b-5p	MIAT
hsa-miR-10b-5p	XIST
hsa-miR-10b-5p	XIST
hsa-miR-1179	LINC01343
hsa-miR-1179	AL691459.1
hsa-miR-1179	AL359762.3
hsa-miR-1179	AL691482.3
hsa-miR-1179	AL691482.3
hsa-miR-1179	AC007744.1
hsa-miR-1179	FGD5-AS1
hsa-miR-1179	AC021078.1
hsa-miR-1179	AC021078.1
hsa-miR-1179	CTC-338M12.4
hsa-miR-1179	CTC-338M12.4
hsa-miR-1179	CTC-338M12.4
hsa-miR-1179	AL357507.1
hsa-miR-1179	GARS1-DT
hsa-miR-1179	APTR
hsa-miR-1179	APTR
hsa-miR-1179	AL158206.1
hsa-miR-1179	KCNQ1OT1
hsa-miR-1179	KCNQ1OT1
hsa-miR-1179	KCNQ1OT1
hsa-miR-1179	KCNQ1OT1
hsa-miR-1179	KCNQ1OT1
hsa-miR-1179	NEAT1
hsa-miR-1179	MALAT1
hsa-miR-1179	AP005233.1
hsa-miR-1179	TBX5-AS1
hsa-miR-1179	TBX5-AS1
hsa-miR-1179	MIR17HG
hsa-miR-1179	AL049840.5
hsa-miR-1179	OIP5-AS1
hsa-miR-1180-5p	LINC01137
hsa-miR-1180-5p	LINC01137
hsa-miR-1180-5p	U73166.1
hsa-miR-1180-5p	LINC02035
hsa-miR-1180-5p	LINC02035
hsa-miR-1180-5p	LINC02035
hsa-miR-1180-5p	RNF216P1
hsa-miR-1180-5p	SNHG15
hsa-miR-1180-5p	AC069281.2
hsa-miR-1180-5p	MIR124-1HG
hsa-miR-1180-5p	MIR124-1HG
hsa-miR-1180-5p	MIR124-1HG
hsa-miR-1180-5p	ENTPD1-AS1
hsa-miR-1180-5p	AP006621.5
hsa-miR-1180-5p	KCNQ1OT1
hsa-miR-1180-5p	KCNQ1OT1
hsa-miR-1180-5p	KCNQ1OT1
hsa-miR-1180-5p	KCNQ1OT1
hsa-miR-1180-5p	KCNQ1OT1
hsa-miR-1180-5p	KCNQ1OT1
hsa-miR-1180-5p	NEAT1
hsa-miR-1180-5p	Z92544.1
hsa-miR-1180-5p	AC022167.2
hsa-miR-1180-5p	VPS9D1-AS1
hsa-miR-1180-5p	AC016876.2
hsa-miR-1180-5p	MIR663AHG
hsa-miR-1180-5p	AL008721.2
hsa-miR-1180-5p	XIST
hsa-miR-1185-5p	AL139287.1
hsa-miR-1185-5p	AL139287.1
hsa-miR-1185-5p	CHROMR
hsa-miR-1185-5p	THUMPD3-AS1
hsa-miR-1185-5p	AC093297.2
hsa-miR-1185-5p	MIR3142HG
hsa-miR-1185-5p	Z99129.4
hsa-miR-1185-5p	AC000120.1
hsa-miR-1185-5p	AC079781.5
hsa-miR-1185-5p	NEAT1
hsa-miR-1185-5p	NEAT1
hsa-miR-1185-5p	NEAT1
hsa-miR-1185-5p	NEAT1
hsa-miR-1185-5p	NEAT1
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	HELLPAR
hsa-miR-1185-5p	LINC00641
hsa-miR-1185-5p	ERVK13-1
hsa-miR-1185-5p	ERVK13-1
hsa-miR-1185-5p	AC091181.1
hsa-miR-1185-5p	AC005332.6
hsa-miR-1185-5p	AC145207.5
hsa-miR-1185-5p	AC005261.1
hsa-miR-1185-5p	AC012313.1
hsa-miR-1185-5p	AC012313.1
hsa-miR-1185-5p	XIST
hsa-miR-1185-5p	XIST
hsa-miR-1185-5p	AC010889.1
hsa-miR-1193	AL512328.1
hsa-miR-1193	AC005034.2
hsa-miR-1193	AC115284.1
hsa-miR-1193	SNHG5
hsa-miR-1193	AC005046.1
hsa-miR-1193	AC023509.1
hsa-miR-1193	AC023509.1
hsa-miR-1193	PRANCR
hsa-miR-1193	LINC01089
hsa-miR-1193	OIP5-AS1
hsa-miR-1193	OIP5-AS1
hsa-miR-1193	AC134978.1
hsa-miR-1193	AC079466.1
hsa-miR-1193	AC079466.1
hsa-miR-1193	AC008895.1
hsa-miR-1193	AC008895.1
hsa-miR-1193	AC073548.1
hsa-miR-1193	LINC01694
hsa-miR-1193	LINC01694
hsa-miR-1193	LINC01694
hsa-miR-1193	DANT2
hsa-miR-1197	AL160006.1
hsa-miR-1197	AC016717.2
hsa-miR-1197	NCK1-DT
hsa-miR-1197	NCK1-DT
hsa-miR-1197	TAPT1-AS1
hsa-miR-1197	AC021078.1
hsa-miR-1197	LINC02487
hsa-miR-1197	SNHG15
hsa-miR-1197	AC083843.2
hsa-miR-1197	AC083843.2
hsa-miR-1197	AL158206.1
hsa-miR-1197	LINC00963
hsa-miR-1197	ARRDC1-AS1
hsa-miR-1197	AC016397.2
hsa-miR-1197	KCNQ1OT1
hsa-miR-1197	KCNQ1OT1
hsa-miR-1197	KCNQ1OT1
hsa-miR-1197	KCNQ1OT1
hsa-miR-1197	KCNQ1OT1
hsa-miR-1197	NEAT1
hsa-miR-1197	NEAT1
hsa-miR-1197	NEAT1
hsa-miR-1197	AC131009.4
hsa-miR-1197	AC131009.4
hsa-miR-1197	AL049840.4
hsa-miR-1197	OIP5-AS1
hsa-miR-1197	OIP5-AS1
hsa-miR-1197	AC106820.4
hsa-miR-1197	AC106820.4
hsa-miR-1197	AC016876.2
hsa-miR-1197	AC016876.2
hsa-miR-1197	AC016876.2
hsa-miR-1197	AC124319.1
hsa-miR-1197	AC008895.1
hsa-miR-1197	CARD8-AS1
hsa-miR-1197	SPACA6P-AS
hsa-miR-1197	SPACA6P-AS
hsa-miR-1197	LINC00310
hsa-miR-1197	Z93930.2
hsa-miR-1197	XIST
hsa-miR-1197	XIST
hsa-miR-1197	XIST
hsa-miR-1197	LINC00893
hsa-miR-1197	LINC00894
hsa-miR-1197	LINC00894
hsa-miR-122-5p	AL162431.1
hsa-miR-122-5p	AL645465.1
hsa-miR-122-5p	PAX8-AS1
hsa-miR-122-5p	ERC2-IT1
hsa-miR-122-5p	NNT-AS1
hsa-miR-122-5p	AL359715.3
hsa-miR-122-5p	LINC02604
hsa-miR-122-5p	ST7-AS1
hsa-miR-122-5p	SNHG7
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	KCNQ1OT1
hsa-miR-122-5p	LINC00294
hsa-miR-122-5p	NEAT1
hsa-miR-122-5p	NEAT1
hsa-miR-122-5p	NEAT1
hsa-miR-122-5p	NEAT1
hsa-miR-122-5p	NEAT1
hsa-miR-122-5p	AP005233.1
hsa-miR-122-5p	AP001972.5
hsa-miR-122-5p	AP001972.5
hsa-miR-122-5p	AC010186.3
hsa-miR-122-5p	SNHG14
hsa-miR-122-5p	SNHG14
hsa-miR-122-5p	AC103702.1
hsa-miR-122-5p	AC132872.1
hsa-miR-122-5p	MIR122HG
hsa-miR-122-5p	UCA1
hsa-miR-122-5p	LINC00665
hsa-miR-122-5p	AC021092.1
hsa-miR-122-5p	AC021092.1
hsa-miR-122-5p	AC021092.1
hsa-miR-122-5p	AC021092.1
hsa-miR-122-5p	AL117335.1
hsa-miR-122-5p	SNHG11
hsa-miR-122-5p	DSCAM-AS1
hsa-miR-122-5p	GUSBP11
hsa-miR-122-5p	MIRLET7BHG
hsa-miR-122-5p	MIR223HG
hsa-miR-122-5p	MIR223HG
hsa-miR-122-5p	XIST
hsa-miR-122-5p	XIST
hsa-miR-1224-5p	MIR34AHG
hsa-miR-1224-5p	MIR4435-2HG
hsa-miR-1224-5p	MIR4435-2HG
hsa-miR-1224-5p	AC069277.1
hsa-miR-1224-5p	CCR5AS
hsa-miR-1224-5p	AC092535.4
hsa-miR-1224-5p	LINC02487
hsa-miR-1224-5p	AC069281.2
hsa-miR-1224-5p	LINC00963
hsa-miR-1224-5p	NEAT1
hsa-miR-1224-5p	NEAT1
hsa-miR-1224-5p	NEAT1
hsa-miR-1224-5p	AP000766.1
hsa-miR-1224-5p	AC009133.5
hsa-miR-1224-5p	UCA1
hsa-miR-1224-5p	UCA1
hsa-miR-1224-5p	IGFL2-AS1
hsa-miR-1224-5p	SPACA6P-AS
hsa-miR-1224-5p	SPACA6P-AS
hsa-miR-1224-5p	AC012313.1
hsa-miR-1224-5p	LINC00310
hsa-miR-1224-5p	MIAT
hsa-miR-1224-5p	LINC00630
hsa-miR-1224-5p	Z68871.1
hsa-miR-124-3p	PINK1-AS
hsa-miR-124-3p	AL604028.1
hsa-miR-124-3p	FGD5-AS1
hsa-miR-124-3p	FGD5-AS1
hsa-miR-124-3p	SOX2-OT
hsa-miR-124-3p	SOX2-OT
hsa-miR-124-3p	PP7080
hsa-miR-124-3p	AC069281.2
hsa-miR-124-3p	AC069281.2
hsa-miR-124-3p	AC073073.2
hsa-miR-124-3p	ST7-AS1
hsa-miR-124-3p	AL596244.1
hsa-miR-124-3p	AL596244.1
hsa-miR-124-3p	LINC00963
hsa-miR-124-3p	NEAT1
hsa-miR-124-3p	NEAT1
hsa-miR-124-3p	NEAT1
hsa-miR-124-3p	MALAT1
hsa-miR-124-3p	MALAT1
hsa-miR-124-3p	MAPKAPK5-AS1
hsa-miR-124-3p	LINC01089
hsa-miR-124-3p	LINC01089
hsa-miR-124-3p	AC026362.1
hsa-miR-124-3p	AC026362.1
hsa-miR-124-3p	SNHG14
hsa-miR-124-3p	SNHG14
hsa-miR-124-3p	SNHG14
hsa-miR-124-3p	SNHG14
hsa-miR-124-3p	SNHG14
hsa-miR-124-3p	AC104581.4
hsa-miR-124-3p	AC005562.1
hsa-miR-124-3p	AC005562.1
hsa-miR-124-3p	SNHG16
hsa-miR-124-3p	AC087222.1
hsa-miR-124-3p	TMEM147-AS1
hsa-miR-124-3p	TMEM147-AS1
hsa-miR-124-3p	AL035071.1
hsa-miR-124-3p	AC253536.3
hsa-miR-124-3p	XIST
hsa-miR-124-3p	XIST
hsa-miR-1245b-5p	AL645608.2
hsa-miR-1245b-5p	AL049795.2
hsa-miR-1245b-5p	FGD5-AS1
hsa-miR-1245b-5p	U73166.1
hsa-miR-1245b-5p	LINC00847
hsa-miR-1245b-5p	TRAF3IP2-AS1
hsa-miR-1245b-5p	TRAF3IP2-AS1
hsa-miR-1245b-5p	AL158206.1
hsa-miR-1245b-5p	RMRP
hsa-miR-1245b-5p	AL356056.2
hsa-miR-1245b-5p	AL138759.1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
hsa-miR-1245b-5p	KCNQ1OT1
